PassengerId,Survived
892,0.09744355872754125
893,0.3980002998914443
894,0.10938288137521628
895,0.18306740430315796
896,0.506596508356144
897,0.20384690920137208
898,0.4960173777537949
899,0.2335015129509308
900,0.5775520965011245
901,0.11361122786117561
902,0.1205306144970574
903,0.31727065967342233
904,0.9433503041026431
905,0.12219856532430744
906,0.932886668711158
907,0.856226090964175
908,0.12676585830737383
909,0.11581286510351713
910,0.6089730767836037
911,0.383382530505547
912,0.35192678145162815
913,0.4747762726375144
914,0.9643038734283289
915,0.3960602378635659
916,0.8386084474500692
917,0.10775836045419294
918,0.963964188109752
919,0.1153179241570512
920,0.3803810048543592
921,0.10622282430698124
922,0.1351539178391191
923,0.10567610876315128
924,0.3864663108529108
925,0.42860164192802236
926,0.36953568074516324
927,0.13228649514102006
928,0.6730516231236472
929,0.5640739870283087
930,0.13493216205211886
931,0.1205306144970574
932,0.1581663571893749
933,0.31950319352465195
934,0.09703714782556082
935,0.9141179344234501
936,0.9325793236911993
937,0.13493216205211886
938,0.33455980960496273
939,0.1205306144970574
940,0.8794378632164517
941,0.4207021483285414
942,0.4085205772656479
943,0.12644384470512735
944,0.870182828029908
945,0.7384280235601375
946,0.12074628713508764
947,0.0907056161870193
948,0.09754617950215408
949,0.13493216205211886
950,0.12060909113330125
951,0.9802953676008505
952,0.13581099140680347
953,0.18378672577493926
954,0.13228649514102006
955,0.58691941122365
956,0.5885154042135785
957,0.9037813759545547
958,0.5775520965011245
959,0.3176734138810929
960,0.359249961100812
961,0.7963986665193151
962,0.5888608416577594
963,0.11581286510351713
964,0.5144847641665827
965,0.3832701002314771
966,0.981108942682208
967,0.3905842622185083
968,0.1205306144970574
969,0.9056223804357276
970,0.12074628713508764
971,0.5888608416577594
972,0.6033446628601785
973,0.3174413777545788
974,0.3655231078465889
975,0.1205306144970574
976,0.12074628713508764
977,0.12060909113330125
978,0.6730516231236472
979,0.5775520965011245
980,0.6730516231236472
981,0.7921383747558908
982,0.5303762701065167
983,0.1205306144970574
984,0.8565724882735964
985,0.1205306144970574
986,0.38162849446140523
987,0.13493216205211886
988,0.9014951658663749
989,0.13702633296088992
990,0.5617347778094433
991,0.10117536974849563
992,0.9507408922352252
993,0.14525050413021276
994,0.1205306144970574
995,0.16287114790145785
996,0.5248314057398594
997,0.1366011032807603
998,0.11581286510351713
999,0.1205306144970574
1000,0.1205306144970574
1001,0.12648533258780809
1002,0.13282534602666407
1003,0.6730516231236472
1004,0.9802953676008505
1005,0.5775520965011245
1006,0.909441891386322
1007,0.15229141959672524
1008,0.1205306144970574
1009,0.6818032919436763
1010,0.4269990457037382
1011,0.8774758848809023
1012,0.9111798823819359
1013,0.12060909113330125
1014,0.9783530566407828
1015,0.1366011032807603
1016,0.1205306144970574
1017,0.565869894303708
1018,0.1153179241570512
1019,0.5764870673574666
1020,0.13931001082912906
1021,0.1230603760001325
1022,0.2124748209281971
1023,0.3289449904026014
1024,0.48117971855367675
1025,0.12060909113330125
1026,0.10346880299731752
1027,0.1230603760001325
1028,0.16287114790145785
1029,0.11511467708796438
1030,0.587773965747039
1031,0.10692543151273343
1032,0.19313662899756856
1033,0.9801631115531422
1034,0.3060276455479444
1035,0.10732630350566909
1036,0.38072284312383714
1037,0.1359968442508844
1038,0.31950319352465195
1039,0.1153179241570512
1040,0.31950319352465195
1041,0.22650629973259728
1042,0.9637151345134182
1043,0.1205306144970574
1044,0.08490144989010333
1045,0.4207021483285414
1046,0.07683164785256578
1047,0.1230603760001325
1048,0.9544725938097001
1049,0.587773965747039
1050,0.38072284312383714
1051,0.5248745087108806
1052,0.6730516231236472
1053,0.5396508070441199
1054,0.8959864798182156
1055,0.1205306144970574
1056,0.13282534602666407
1057,0.4973932775582102
1058,0.36491963182470283
1059,0.15247336490111535
1060,0.9643038734283289
1061,0.58691941122365
1062,0.1205306144970574
1063,0.18306740430315796
1064,0.13802042235645973
1065,0.1205306144970574
1066,0.10692543151273343
1067,0.9429851110206844
1068,0.9111924506652002
1069,0.35680932368156526
1070,0.8739987001899265
1071,0.8537541188241603
1072,0.12074628713508764
1073,0.39917709770238274
1074,0.9392181016822044
1075,0.1205306144970574
1076,0.9027918463825604
1077,0.1288635861392121
1078,0.9353436830163303
1079,0.12193386611067693
1080,0.22846960809705322
1081,0.1288635861392121
1082,0.1053154878269691
1083,0.31950319352465195
1084,0.43726910035408423
1085,0.10761044994797313
1086,0.6314655508163987
1087,0.10117536974849563
1088,0.6724027656464939
1089,0.5775520965011245
1090,0.08501200797710513
1091,0.6730516231236472
1092,0.6730516231236472
1093,0.6106656250355642
1094,0.4024460427659625
1095,0.917443058567181
1096,0.09623265187840414
1097,0.31950319352465195
1098,0.4926314751650482
1099,0.08778553914649032
1100,0.9801631115531422
1101,0.13493216205211886
1102,0.2124748209281971
1103,0.1205306144970574
1104,0.18652787686884809
1105,0.8076255891078297
1106,0.24865336997568632
1107,0.38072284312383714
1108,0.6730516231236472
1109,0.31685328843543825
1110,0.9245095315998525
1111,0.1205306144970574
1112,0.8757111474976524
1113,0.11581286510351713
1114,0.9104526118510003
1115,0.11581286510351713
1116,0.9051103036547353
1117,0.5248991856997455
1118,0.11462057408731618
1119,0.6730516231236472
1120,0.09671599362956579
1121,0.1239046375760284
1122,0.2508456341324254
1123,0.9689880976581748
1124,0.1440395995892973
1125,0.1205306144970574
1126,0.4228342349622471
1127,0.1240801918865839
1128,0.3174413777545788
1129,0.1240801918865839
1130,0.9014002171369617
1131,0.9406121080788568
1132,0.8905244386640181
1133,0.876087384185698
1134,0.35297430655684087
1135,0.1205306144970574
1136,0.15919617884662104
1137,0.4188721438716708
1138,0.9104526118510003
1139,0.18936609982517696
1140,0.8774758848809023
1141,0.6089730767836037
1142,0.8948653318819341
1143,0.1240801918865839
1144,0.4560572653676912
1145,0.1230603760001325
1146,0.18104366183586912
1147,0.1205306144970574
1148,0.1205306144970574
1149,0.1366011032807603
1150,0.9142371965591203
1151,0.11581286510351713
1152,0.09355022029327681
1153,0.11581286510351713
1154,0.9036468816556741
1155,0.6818032919436763
1156,0.12074628713508764
1157,0.1205306144970574
1158,0.31950319352465195
1159,0.1205306144970574
1160,0.6730516231236472
1161,0.13581099140680347
1162,0.31727065967342233
1163,0.1205306144970574
1164,0.9359762010719503
1165,0.6089730767836037
1166,0.1205306144970574
1167,0.8741647510833865
1168,0.10732630350566909
1169,0.11563479669725053
1170,0.12133183399637665
1171,0.090359773367162
1172,0.587773965747039
1173,0.6706125752632649
1174,0.6730516231236472
1175,0.5286084239334577
1176,0.6741135791517151
1177,0.09823085047971208
1178,0.1205306144970574
1179,0.4085205772656479
1180,0.1205306144970574
1181,0.1205306144970574
1182,0.31950319352465195
1183,0.4960173777537949
1184,0.1205306144970574
1185,0.3563905108306505
1186,0.09823085047971208
1187,0.16287114790145785
1188,0.8948653318819341
1189,0.10622282430698124
1190,0.31950319352465195
1191,0.13702633296088992
1192,0.2124748209281971
1193,0.12074628713508764
1194,0.20948405299424275
1195,0.1230603760001325
1196,0.6730516231236472
1197,0.891808236239556
1198,0.400502640277813
1199,0.6335869335918272
1200,0.3193970596247493
1201,0.3975301774390517
1202,0.13228649514102006
1203,0.1153179241570512
1204,0.1205306144970574
1205,0.44567092626729427
1206,0.8905244386640181
1207,0.5983552045533761
1208,0.3451724207621995
1209,0.11286040438255181
1210,0.18306740430315796
1211,0.11079176181559426
1212,0.16287114790145785
1213,0.13493216205211886
1214,0.11511467708796438
1215,0.39091294562337464
1216,0.949334281487243
1217,0.11462057408731618
1218,0.8848687670521689
1219,0.31727065967342233
1220,0.11694536082739672
1221,0.09303174544381372
1222,0.8774901549902913
1223,0.38242066642908507
1224,0.1205306144970574
1225,0.4962126967660396
1226,0.18306740430315796
1227,0.31950319352465195
1228,0.18378672577493926
1229,0.1366054511887648
1230,0.09623265187840414
1231,0.1205306144970574
1232,0.12648533258780809
1233,0.2124748209281971
1234,0.1564944464476581
1235,0.8995946265561119
1236,0.19911360210971202
1237,0.6454657079120555
1238,0.11511467708796438
1239,0.4362847406258785
1240,0.08778553914649032
1241,0.9171475311889622
1242,0.9328208381631865
1243,0.09623265187840414
1244,0.12648533258780809
1245,0.2049732339802722
1246,0.5788721461892355
1247,0.3587253769904038
1248,0.8983251361797875
1249,0.1205306144970574
1250,0.1205306144970574
1251,0.4825645963304794
1252,0.04495400754696535
1253,0.8841307257300082
1254,0.9171475311889622
1255,0.18306740430315796
1256,0.9320473103020779
1257,0.3967862210934513
1258,0.12060909113330125
1259,0.58691941122365
1260,0.9328208381631865
1261,0.10760849725339698
1262,0.12819645724479792
1263,0.9681505502803909
1264,0.3655231078465889
1265,0.13435616231148384
1266,0.9111814050136765
1267,0.9224836209126467
1268,0.5021710432735821
1269,0.09303174544381372
1270,0.23273012028561443
1271,0.2286149019915252
1272,0.1205306144970574
1273,0.16287114790145785
1274,0.6730516231236472
1275,0.5190927358114281
1276,0.12074628713508764
1277,0.8797540684612369
1278,0.1230603760001325
1279,0.10790851795609138
1280,0.11581286510351713
1281,0.23242231361391935
1282,0.3631885392019226
1283,0.911674834112403
1284,0.3542395425335562
1285,0.11452351528556219
1286,0.07831935150474933
1287,0.9392181016822044
1288,0.1230603760001325
1289,0.9325918919927689
1290,0.1153179241570512
1291,0.19628250432938196
1292,0.9548532850911099
1293,0.11139006918586444
1294,0.963964188109752
1295,0.3974579630898801
1296,0.4175203422152912
1297,0.1102917082210147
1298,0.12363882610458576
1299,0.38191623708324657
1300,0.6730516231236472
1301,0.6804687951140246
1302,0.6730516231236472
1303,0.9716810073827626
1304,0.5172493800208268
1305,0.1205306144970574
1306,0.949334281487243
1307,0.09538427599629923
1308,0.1205306144970574
1309,0.19911360210971202
